id,courseId,enrollmentDate,completionStatus,completionDate,lastUpdated,percentage,userId,learningPathId
775,20,2023-10-22,Completed,2024-05-16,2024-10-14,70,EMP0256,
776,14,2023-01-31,Completed,2024-06-09,2024-10-14,75,EMP0463,
777,39,2024-08-14,Completed,2024-09-07,2024-10-14,91,EMP0840,
778,12,2021-06-25,Completed,2023-10-15,2024-10-14,91,EMP0302,
779,48,2021-06-21,In Progress,,2024-10-14,37,EMP0921,9
780,13,2023-01-27,In Progress,,2024-10-14,46,EMP0920,9
781,39,2019-11-14,Completed,2020-01-10,2024-10-14,65,EMP0440,6
782,34,2020-05-15,Completed,2022-02-21,2024-10-14,55,EMP0426,
783,4,2024-06-29,Completed,2024-08-23,2024-10-14,71,EMP0265,5
784,44,2022-09-01,Completed,2022-09-06,2024-10-14,92,EMP0897,
785,35,2021-10-31,In Progress,,2024-10-14,34,EMP0154,4
786,29,2020-03-30,In Progress,,2024-10-14,35,EMP0886,7
787,33,2024-08-02,In Progress,,2024-10-14,36,EMP0311,3
788,41,2019-12-07,In Progress,,2024-10-14,34,EMP0733,7
789,12,2024-06-14,Completed,2024-08-16,2024-10-14,73,EMP0338,
790,29,2023-07-02,Completed,2023-11-11,2024-10-14,96,EMP0686,2
791,11,2024-02-02,In Progress,,2024-10-14,14,EMP0001,10
792,27,2023-11-01,Completed,2024-01-19,2024-10-14,92,EMP0869,
793,22,2023-07-25,In Progress,,2024-10-14,3,EMP0032,10
794,33,2023-01-28,In Progress,,2024-10-14,28,EMP0871,10
795,17,2021-03-15,Completed,2021-04-13,2024-10-14,71,EMP0550,3
796,19,2020-12-02,In Progress,,2024-10-14,12,EMP0093,6
797,37,2021-12-28,In Progress,,2024-10-14,8,EMP0602,
798,7,2021-08-03,Completed,2024-01-15,2024-10-14,85,EMP0983,3
799,45,2022-09-11,In Progress,,2024-10-14,10,EMP0453,10
800,15,2021-12-15,Completed,2022-02-10,2024-10-14,74,EMP0689,9
801,7,2021-09-05,In Progress,,2024-10-14,17,EMP0708,10
802,21,2021-09-22,Completed,2023-04-12,2024-10-14,50,EMP0003,10
803,26,2021-06-28,Completed,2024-05-12,2024-10-14,96,EMP0898,
804,8,2019-12-23,Completed,2020-04-16,2024-10-14,93,EMP0489,8
805,35,2020-11-16,Completed,2021-02-01,2024-10-14,71,EMP0661,5
806,10,2023-03-05,Completed,2024-03-30,2024-10-14,92,EMP0285,7
807,39,2024-09-05,In Progress,,2024-10-14,10,EMP0402,3
808,29,2024-05-29,Completed,2024-08-25,2024-10-14,77,EMP0853,5
809,24,2023-07-11,In Progress,,2024-10-14,45,EMP0830,9
810,8,2020-08-29,In Progress,,2024-10-14,3,EMP0872,
811,14,2020-10-31,In Progress,,2024-10-14,41,EMP0370,4
812,31,2020-10-03,Completed,2024-09-30,2024-10-14,83,EMP0707,3
813,21,2019-11-10,In Progress,,2024-10-14,33,EMP0516,9
814,27,2020-03-12,Completed,2024-09-17,2024-10-14,88,EMP0006,5
815,2,2022-02-12,Completed,2024-09-21,2024-10-14,91,EMP0293,1
816,39,2022-02-17,Completed,2024-09-10,2024-10-14,72,EMP0499,
817,47,2021-05-22,Completed,2022-04-20,2024-10-14,57,EMP0865,
818,17,2021-08-22,Completed,2023-09-01,2024-10-14,97,EMP0648,3
819,18,2020-08-11,In Progress,,2024-10-14,3,EMP0172,10
820,39,2023-09-07,Completed,2024-04-14,2024-10-14,57,EMP0923,7
821,32,2023-11-02,Completed,2023-12-26,2024-10-14,55,EMP0238,
822,18,2024-06-08,In Progress,,2024-10-14,9,EMP0720,7
823,16,2023-06-05,Completed,2024-08-22,2024-10-14,79,EMP0992,
824,2,2024-04-11,In Progress,,2024-10-14,13,EMP0041,
825,40,2020-07-24,Completed,2023-08-03,2024-10-14,85,EMP0019,
826,6,2021-03-23,Completed,2024-04-19,2024-10-14,84,EMP0881,
827,35,2021-05-26,In Progress,,2024-10-14,15,EMP0643,5
828,35,2022-02-03,Completed,2022-05-23,2024-10-14,56,EMP0164,
829,43,2021-02-09,In Progress,,2024-10-14,14,EMP0522,
830,7,2020-04-20,In Progress,,2024-10-14,29,EMP0521,4
831,15,2023-06-11,In Progress,,2024-10-14,32,EMP0932,
832,46,2020-06-10,Completed,2022-11-05,2024-10-14,60,EMP0230,10
833,31,2021-04-19,Completed,2023-07-06,2024-10-14,78,EMP0552,7
834,3,2022-06-19,In Progress,,2024-10-14,26,EMP0309,
835,9,2024-03-28,Completed,2024-04-22,2024-10-14,50,EMP0372,
836,34,2021-06-05,Completed,2024-05-12,2024-10-14,63,EMP0202,
837,27,2020-05-10,In Progress,,2024-10-14,1,EMP0710,
838,25,2021-05-02,Completed,2023-11-30,2024-10-14,89,EMP0839,6
839,46,2024-03-08,Completed,2024-08-25,2024-10-14,68,EMP0688,7
840,20,2024-01-07,In Progress,,2024-10-14,32,EMP0529,
841,18,2023-01-08,Completed,2023-07-20,2024-10-14,64,EMP0370,
842,46,2024-02-02,In Progress,,2024-10-14,30,EMP0034,10
843,28,2021-02-22,Completed,2021-03-18,2024-10-14,52,EMP0703,6
844,18,2022-10-26,Completed,2023-01-01,2024-10-14,59,EMP0379,3
845,38,2024-01-24,Completed,2024-05-12,2024-10-14,83,EMP0507,3
846,24,2023-10-06,In Progress,,2024-10-14,33,EMP0167,
847,15,2022-06-14,Completed,2024-05-10,2024-10-14,84,EMP0690,9
848,42,2022-09-20,In Progress,,2024-10-14,28,EMP0800,3
849,31,2023-11-13,In Progress,,2024-10-14,14,EMP0185,
850,23,2023-12-02,In Progress,,2024-10-14,37,EMP0127,2
851,22,2023-01-23,In Progress,,2024-10-14,30,EMP0099,
852,50,2022-01-12,In Progress,,2024-10-14,10,EMP0533,
853,46,2020-04-08,Completed,2022-02-05,2024-10-14,83,EMP0820,2
854,38,2023-10-12,In Progress,,2024-10-14,29,EMP0649,
855,25,2021-03-30,In Progress,,2024-10-14,24,EMP0184,
856,42,2020-09-30,In Progress,,2024-10-14,17,EMP0308,
857,23,2020-08-04,In Progress,,2024-10-14,6,EMP0442,
858,19,2021-10-15,In Progress,,2024-10-14,24,EMP0084,10
859,25,2024-07-24,In Progress,,2024-10-14,33,EMP0777,8
860,31,2021-09-27,In Progress,,2024-10-14,45,EMP0431,10
861,45,2023-12-26,In Progress,,2024-10-14,47,EMP0221,
862,2,2020-12-19,In Progress,,2024-10-14,5,EMP0175,9
863,23,2019-11-21,Completed,2020-09-13,2024-10-14,98,EMP0333,6
864,49,2024-05-22,In Progress,,2024-10-14,38,EMP0985,
865,34,2019-11-20,Completed,2023-09-24,2024-10-14,75,EMP0302,3
866,36,2021-04-02,In Progress,,2024-10-14,11,EMP0403,3
867,6,2023-08-18,Completed,2023-09-04,2024-10-14,86,EMP0769,4
868,26,2020-02-20,In Progress,,2024-10-14,13,EMP0718,7
869,25,2020-07-27,In Progress,,2024-10-14,43,EMP0556,
870,10,2024-03-17,In Progress,,2024-10-14,6,EMP0550,6
871,21,2023-11-03,In Progress,,2024-10-14,29,EMP0491,
872,20,2024-01-14,In Progress,,2024-10-14,39,EMP0756,
873,1,2023-10-24,Completed,2024-05-20,2024-10-14,81,EMP0270,7
874,38,2023-01-02,In Progress,,2024-10-14,11,EMP0095,
875,21,2022-03-19,Completed,2023-08-27,2024-10-14,93,EMP0872,
876,36,2022-05-07,Completed,2024-05-19,2024-10-14,76,EMP0876,3
877,16,2022-06-18,In Progress,,2024-10-14,27,EMP0808,7
878,18,2021-02-26,Completed,2023-10-22,2024-10-14,83,EMP0094,1
879,11,2022-04-09,In Progress,,2024-10-14,6,EMP0758,1
880,15,2024-03-29,In Progress,,2024-10-14,22,EMP0232,6
881,12,2022-05-10,Completed,2023-02-03,2024-10-14,55,EMP0906,
882,49,2023-04-08,In Progress,,2024-10-14,33,EMP0294,1
883,12,2024-09-23,In Progress,,2024-10-14,50,EMP0542,8
884,23,2024-05-07,In Progress,,2024-10-14,9,EMP0844,10
885,50,2020-11-27,Completed,2021-07-17,2024-10-14,92,EMP0134,
886,29,2024-07-15,Completed,2024-09-07,2024-10-14,100,EMP0206,5
887,48,2023-01-12,Completed,2024-05-28,2024-10-14,83,EMP0409,7
888,25,2021-12-28,Completed,2023-04-08,2024-10-14,55,EMP0789,
889,15,2023-11-24,In Progress,,2024-10-14,6,EMP0755,
890,8,2020-01-06,In Progress,,2024-10-14,7,EMP0715,
891,13,2023-05-18,Completed,2023-12-01,2024-10-14,71,EMP0483,
892,6,2022-12-19,Completed,2024-03-04,2024-10-14,95,EMP0728,
893,45,2023-11-16,In Progress,,2024-10-14,46,EMP0433,
894,27,2023-10-10,In Progress,,2024-10-14,38,EMP0972,6
895,44,2023-05-14,In Progress,,2024-10-14,46,EMP0156,1
896,2,2022-09-13,In Progress,,2024-10-14,11,EMP0145,2
897,27,2021-01-30,In Progress,,2024-10-14,29,EMP0401,2
898,43,2022-01-15,Completed,2022-12-03,2024-10-14,72,EMP0657,
899,22,2023-09-11,In Progress,,2024-10-14,27,EMP0197,8
900,28,2020-09-19,Completed,2023-12-15,2024-10-14,98,EMP0678,6
901,45,2024-04-21,Completed,2024-04-21,2024-10-14,65,EMP0354,8
902,44,2022-11-15,Completed,2022-12-08,2024-10-14,84,EMP0118,
903,32,2022-06-10,In Progress,,2024-10-14,19,EMP0815,
904,44,2022-08-04,Completed,2023-03-01,2024-10-14,59,EMP0391,7
905,14,2021-12-21,Completed,2022-08-28,2024-10-14,100,EMP0634,
906,34,2023-06-04,In Progress,,2024-10-14,42,EMP0511,
907,23,2021-04-20,Completed,2023-07-01,2024-10-14,62,EMP0310,
908,25,2024-10-06,Completed,2024-10-12,2024-10-14,97,EMP0884,
909,29,2020-06-08,Completed,2023-12-08,2024-10-14,71,EMP0201,
910,16,2020-03-18,In Progress,,2024-10-14,43,EMP0269,
911,36,2023-07-12,In Progress,,2024-10-14,4,EMP0416,9
912,33,2023-10-20,Completed,2024-09-27,2024-10-14,66,EMP0582,1
913,35,2024-01-25,Completed,2024-04-14,2024-10-14,66,EMP0864,4
914,29,2022-12-28,Completed,2024-08-16,2024-10-14,86,EMP0653,6
915,2,2021-12-30,In Progress,,2024-10-14,0,EMP0657,
916,25,2020-04-05,Completed,2020-12-07,2024-10-14,66,EMP0639,
917,35,2024-07-07,Completed,2024-08-25,2024-10-14,63,EMP0078,
918,27,2022-06-16,Completed,2022-10-31,2024-10-14,70,EMP0984,
919,9,2020-10-07,Completed,2023-06-08,2024-10-14,84,EMP0433,
920,49,2020-01-30,Completed,2023-07-30,2024-10-14,73,EMP0254,1
921,25,2024-02-17,Completed,2024-03-31,2024-10-14,77,EMP0115,
922,36,2021-10-09,In Progress,,2024-10-14,2,EMP0823,
923,12,2024-03-01,In Progress,,2024-10-14,46,EMP0424,4
924,23,2023-12-12,In Progress,,2024-10-14,49,EMP0779,4
925,34,2020-08-04,In Progress,,2024-10-14,46,EMP0215,8
926,31,2023-07-16,Completed,2024-02-03,2024-10-14,59,EMP0547,9
927,20,2021-02-14,In Progress,,2024-10-14,25,EMP0577,10
928,1,2022-04-28,In Progress,,2024-10-14,26,EMP0575,2
929,3,2024-05-30,Completed,2024-08-27,2024-10-14,77,EMP0468,5
930,15,2022-12-04,Completed,2022-12-22,2024-10-14,90,EMP0147,
931,26,2024-02-20,In Progress,,2024-10-14,5,EMP0361,7
932,16,2022-04-06,In Progress,,2024-10-14,37,EMP0725,1
933,18,2020-01-29,Completed,2021-01-21,2024-10-14,50,EMP0187,
934,2,2023-03-13,Completed,2024-05-16,2024-10-14,75,EMP0340,
935,2,2024-04-03,Completed,2024-06-10,2024-10-14,83,EMP0412,
936,38,2021-07-10,In Progress,,2024-10-14,45,EMP0003,
937,44,2023-12-16,Completed,2024-04-26,2024-10-14,86,EMP0968,
938,31,2022-06-09,Completed,2024-01-31,2024-10-14,54,EMP0748,6
939,26,2022-06-02,In Progress,,2024-10-14,6,EMP0457,6
940,12,2020-08-21,Completed,2023-02-04,2024-10-14,72,EMP0395,
941,35,2023-02-19,In Progress,,2024-10-14,31,EMP0308,
942,5,2021-02-07,Completed,2024-07-24,2024-10-14,64,EMP0003,
943,42,2022-06-03,Completed,2023-02-25,2024-10-14,56,EMP0010,9
944,3,2024-09-25,Completed,2024-10-12,2024-10-14,56,EMP0924,5
945,27,2021-05-22,Completed,2024-08-10,2024-10-14,84,EMP0909,5
946,14,2023-09-28,Completed,2024-07-29,2024-10-14,54,EMP0179,
947,18,2023-11-23,Completed,2024-06-07,2024-10-14,99,EMP0179,10
948,34,2021-05-23,Completed,2022-12-25,2024-10-14,86,EMP0197,4
949,17,2023-10-19,Completed,2024-03-05,2024-10-14,67,EMP0796,
950,21,2021-04-21,Completed,2021-09-04,2024-10-14,58,EMP0948,3
951,29,2020-11-15,Completed,2024-07-01,2024-10-14,79,EMP0772,
952,3,2020-09-16,In Progress,,2024-10-14,35,EMP0253,2
953,16,2024-09-13,In Progress,,2024-10-14,28,EMP0347,
954,5,2022-05-23,Completed,2024-10-05,2024-10-14,98,EMP0827,9
955,24,2021-05-04,In Progress,,2024-10-14,24,EMP0573,5
956,14,2023-02-01,In Progress,,2024-10-14,28,EMP0474,2
957,15,2022-12-17,In Progress,,2024-10-14,23,EMP0175,8
958,26,2022-07-12,In Progress,,2024-10-14,34,EMP0914,4
959,9,2022-09-26,In Progress,,2024-10-14,38,EMP0618,
960,24,2020-06-13,In Progress,,2024-10-14,2,EMP0495,
961,49,2021-04-22,Completed,2024-09-15,2024-10-14,56,EMP0530,
962,30,2021-08-03,In Progress,,2024-10-14,37,EMP0481,
963,27,2020-08-10,In Progress,,2024-10-14,34,EMP0443,
964,24,2019-12-26,In Progress,,2024-10-14,0,EMP0225,1
965,50,2020-09-14,Completed,2022-06-23,2024-10-14,91,EMP0162,8
966,3,2023-12-04,In Progress,,2024-10-14,28,EMP0906,1
967,40,2022-05-15,Completed,2022-05-28,2024-10-14,87,EMP0302,
968,25,2020-03-01,Completed,2023-10-06,2024-10-14,63,EMP0812,
969,4,2024-02-13,Completed,2024-03-31,2024-10-14,82,EMP0087,4
970,5,2024-09-17,In Progress,,2024-10-14,7,EMP0645,
971,29,2023-08-08,Completed,2023-11-29,2024-10-14,73,EMP0969,4
972,25,2020-01-02,In Progress,,2024-10-14,50,EMP0527,7
973,38,2023-05-08,In Progress,,2024-10-14,35,EMP0771,
974,24,2020-08-27,In Progress,,2024-10-14,11,EMP0063,
975,42,2023-05-24,Completed,2024-04-01,2024-10-14,56,EMP0614,
976,24,2019-12-07,Completed,2024-04-16,2024-10-14,62,EMP0312,2
977,45,2021-10-07,In Progress,,2024-10-14,38,EMP0764,4
978,6,2020-11-02,Completed,2024-03-02,2024-10-14,52,EMP0749,10
979,34,2021-09-07,Completed,2023-07-03,2024-10-14,100,EMP0252,
980,14,2023-10-06,In Progress,,2024-10-14,12,EMP0141,2
981,16,2021-02-19,Completed,2023-06-29,2024-10-14,74,EMP0515,
982,48,2020-03-02,In Progress,,2024-10-14,2,EMP0498,
983,11,2020-10-02,In Progress,,2024-10-14,12,EMP0249,1
984,4,2021-04-22,In Progress,,2024-10-14,10,EMP0182,8
985,37,2024-08-24,Completed,2024-08-30,2024-10-14,50,EMP0765,4
986,24,2024-01-12,In Progress,,2024-10-14,40,EMP0080,
987,13,2024-01-31,Completed,2024-09-21,2024-10-14,58,EMP0094,
988,33,2020-04-02,Completed,2020-11-21,2024-10-14,94,EMP0771,8
989,35,2022-07-17,Completed,2024-08-27,2024-10-14,79,EMP0375,
990,37,2024-01-17,Completed,2024-05-25,2024-10-14,55,EMP0063,1
991,9,2020-03-05,Completed,2021-10-20,2024-10-14,98,EMP0853,7
992,50,2021-01-18,Completed,2022-09-06,2024-10-14,52,EMP0884,
993,40,2020-03-27,Completed,2020-07-01,2024-10-14,99,EMP0835,7
994,11,2022-12-26,In Progress,,2024-10-14,50,EMP0574,2
995,10,2022-07-22,Completed,2023-03-28,2024-10-14,50,EMP0341,10
996,10,2022-04-23,In Progress,,2024-10-14,44,EMP0875,3
997,7,2020-04-26,In Progress,,2024-10-14,45,EMP0001,
998,45,2020-03-20,Completed,2022-09-04,2024-10-14,61,EMP0862,8
999,38,2022-11-18,In Progress,,2024-10-14,19,EMP0678,
1000,20,2024-04-27,Completed,2024-07-30,2024-10-14,58,EMP0821,
